y x exposure
0 -1.31701613230524 1.35811058094259
2 -0.182925388372727 1.55571942508686
2 0.418982404924464 1.48583159071859
3 0.32430434416138 0.934028217568994
0 -0.781536487054751 0.645859183510765
0 -0.788621970854002 1.94363198161591
4 -0.502198718342861 1.60450104367919
4 1.49606066984635 1.41908520285506
0 -1.13730362066574 0.679893321241252
2 -0.179051594380198 1.32538856973406
5 1.90236182167893 0.894134416710585
2 -0.100974885328808 1.84754124679603
0 -1.35984070382139 0.513769918703474
2 -0.664769435274062 0.854352403897792
1 0.485459978904878 0.695066893007606
2 -0.375602871669773 0.989349720068276
3 -0.561876363549783 1.58959833241533
2 -0.343917234128459 1.98761785309762
2 0.0904966471392212 1.57270029163919
2 1.59850877114583 1.25665971648414
3 -0.088565112138884 1.15407150774263
5 1.08079949615152 1.92323787591886
0 0.630754115650567 0.680272231460549
0 -0.113639895506141 0.612717764917761
0 -1.5329020028906 1.83353223919403
1 -0.52111731755252 1.13667814258952
0 -0.489870453138474 0.563541018171236
0 0.0471544327615272 1.47116321546491
1 1.30019867766682 1.20292874367442
11 2.29307897383109 1.42688918497879
2 1.54758105898377 0.906223148806021
0 -0.133150964328944 0.735942929983139
2 -1.75652739555764 0.671381405321881
1 -0.388779864071743 1.26152429473586
1 0.0892072230732945 1.32204843126237
2 0.845013004067436 0.710969284176826
4 0.962527968484271 0.75465357513167
2 0.684309429416465 1.64297798473854
1 -1.39527434979947 1.29109241091646
5 0.849643045633355 1.79148403636646
1 -0.446557216427222 1.5103324818192
0 0.174802700161256 0.519561544526368
3 0.0745511771737346 1.53979835205246
0 0.428166764970505 1.83757059823256
1 0.0246749828261399 1.44777526299004
0 -1.66747509758566 0.660941982408985
7 0.736495964773442 1.88159780576825
4 0.386026568349676 1.51304357172921
0 -0.265651625278222 0.722890568897128
2 0.118144511046681 1.6180127634434
4 0.134038645368463 1.91389829281252
2 0.221019468561002 1.13117506343406
4 1.64084616597749 0.946584617253393
0 -0.219050378933476 0.889140005223453
1 0.168065383884658 0.834321975358762
4 1.16838387306909 1.34848151518963
6 1.05418102337692 1.6349751992384
1 1.14526311038036 1.5044053188758
0 -0.577468001059557 1.31978419143707
13 2.00248273029283 1.71719548664987
1 0.066700870930183 1.63875020307023
6 1.86685184470686 0.530102699296549
0 -1.35090268603071 1.07135555020068
2 0.0209835863542375 0.576320170424879
8 1.24991457096922 1.69685440592002
